epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
272,2240.76,0.39297,0.46275,0.15518,0.25752,0.84933,0.96459,0.93548,0.97575,0.86196,0.96459,0.93548,0.97575,0.85144,0.53937,0.60427,0.02637,0.34346,0.8997,0.0006342,0.0002114,0.0006342,0.0002114,0.0006342,0.0002114,0.0006342,0.0002114
273,2248.2,0.38959,0.46907,0.1514,0.25757,0.85007,0.96059,0.92903,0.9769,0.85925,0.96059,0.92903,0.9769,0.84999,0.54173,0.61752,0.0266,0.34689,0.89867,0.0006144,0.0002048,0.0006144,0.0002048,0.0006144,0.0002048,0.0006144,0.0002048
274,2256.23,0.39233,0.48944,0.15537,0.26138,0.851,0.9604,0.93891,0.97765,0.86064,0.9604,0.93891,0.97765,0.85651,0.54356,0.61322,0.02651,0.35339,0.89873,0.0005946,0.0001982,0.0005946,0.0001982,0.0005946,0.0001982,0.0005946,0.0001982
275,2264.57,0.39228,0.44485,0.15587,0.26343,0.85695,0.95753,0.94194,0.97753,0.86372,0.95753,0.94194,0.97753,0.8602,0.54048,0.6043,0.02627,0.35056,0.9001,0.0005748,0.0001916,0.0005748,0.0001916,0.0005748,0.0001916,0.0005748,0.0001916
276,2271.85,0.38697,0.48082,0.14723,0.2572,0.84987,0.96034,0.93548,0.97788,0.86075,0.96034,0.93548,0.97788,0.86128,0.54257,0.60165,0.02639,0.35211,0.89813,0.000555,0.000185,0.000555,0.000185,0.000555,0.000185,0.000555,0.000185
277,2279.3,0.37976,0.45709,0.14264,0.25023,0.84482,0.96686,0.94124,0.97784,0.86317,0.96686,0.94124,0.97784,0.86202,0.53916,0.60187,0.02564,0.34952,0.8985,0.0005352,0.0001784,0.0005352,0.0001784,0.0005352,0.0001784,0.0005352,0.0001784
278,2287.61,0.37845,0.4615,0.15787,0.25597,0.84157,0.96613,0.94194,0.97821,0.86202,0.96613,0.94194,0.97821,0.86269,0.54166,0.59781,0.02548,0.34633,0.89978,0.0005154,0.0001718,0.0005154,0.0001718,0.0005154,0.0001718,0.0005154,0.0001718
279,2296.42,0.37607,0.46461,0.15285,0.25355,0.85103,0.96128,0.93548,0.97813,0.86007,0.96128,0.93548,0.97813,0.86186,0.54226,0.60205,0.0256,0.34639,0.90116,0.0004956,0.0001652,0.0004956,0.0001652,0.0004956,0.0001652,0.0004956,0.0001652
280,2303.51,0.3808,0.47872,0.15608,0.25512,0.8525,0.95773,0.93548,0.97843,0.86279,0.95773,0.93548,0.97843,0.86464,0.54118,0.60068,0.02589,0.34636,0.90199,0.0004758,0.0001586,0.0004758,0.0001586,0.0004758,0.0001586,0.0004758,0.0001586
281,2311.54,0.37364,0.46808,0.15216,0.2536,0.84663,0.96002,0.93548,0.97815,0.86587,0.96002,0.93548,0.97815,0.86438,0.53907,0.60841,0.02623,0.35295,0.90213,0.000456,0.000152,0.000456,0.000152,0.000456,0.000152,0.000456,0.000152
282,2318.93,0.37552,0.43634,0.15105,0.25263,0.85441,0.96021,0.93415,0.97836,0.86446,0.96021,0.93415,0.97836,0.86516,0.53957,0.59791,0.0261,0.35395,0.90208,0.0004362,0.0001454,0.0004362,0.0001454,0.0004362,0.0001454,0.0004362,0.0001454
283,2327.73,0.38216,0.48731,0.15314,0.25476,0.84004,0.95944,0.92903,0.9785,0.8658,0.95944,0.92903,0.9785,0.86753,0.53718,0.59275,0.02615,0.3512,0.90207,0.0004164,0.0001388,0.0004164,0.0001388,0.0004164,0.0001388,0.0004164,0.0001388
284,2334.62,0.38013,0.45132,0.14533,0.25344,0.85005,0.95026,0.93548,0.97866,0.86715,0.95026,0.93548,0.97866,0.86395,0.53906,0.59213,0.02633,0.35179,0.90012,0.0003966,0.0001322,0.0003966,0.0001322,0.0003966,0.0001322,0.0003966,0.0001322
285,2342.16,0.39828,0.47719,0.1655,0.25898,0.85586,0.9491,0.94839,0.97844,0.86829,0.9491,0.94839,0.97844,0.86582,0.53697,0.59771,0.02653,0.34884,0.89785,0.0003768,0.0001256,0.0003768,0.0001256,0.0003768,0.0001256,0.0003768,0.0001256
286,2349.01,0.38572,0.45116,0.15002,0.25375,0.8615,0.95405,0.93763,0.97778,0.866,0.95405,0.93763,0.97778,0.86264,0.53568,0.59586,0.02654,0.34651,0.89841,0.000357,0.000119,0.000357,0.000119,0.000357,0.000119,0.000357,0.000119
287,2357.96,0.39191,0.45723,0.14929,0.25901,0.85044,0.95837,0.93548,0.97762,0.8602,0.95837,0.93548,0.97762,0.86394,0.53692,0.59634,0.02637,0.34744,0.8986,0.0003372,0.0001124,0.0003372,0.0001124,0.0003372,0.0001124,0.0003372,0.0001124
288,2364.62,0.38789,0.486,0.1499,0.2584,0.85021,0.96017,0.9332,0.97829,0.86223,0.96017,0.9332,0.97829,0.8631,0.53738,0.5966,0.0262,0.34604,0.89842,0.0003174,0.0001058,0.0003174,0.0001058,0.0003174,0.0001058,0.0003174,0.0001058
289,2371.73,0.38335,0.44972,0.1519,0.25531,0.85182,0.96118,0.93548,0.97751,0.86454,0.96118,0.93548,0.97751,0.86066,0.53298,0.60015,0.0261,0.34938,0.89704,0.0002976,9.92e-05,0.0002976,9.92e-05,0.0002976,9.92e-05,0.0002976,9.92e-05
290,2381.24,0.38124,0.49371,0.14833,0.25637,0.85121,0.96045,0.94014,0.97763,0.86011,0.96045,0.94014,0.97763,0.8612,0.53601,0.60168,0.02617,0.34881,0.89781,0.0002778,9.26e-05,0.0002778,9.26e-05,0.0002778,9.26e-05,0.0002778,9.26e-05
291,2414.7,0.28642,0.27533,0.04334,0.20805,0.7825,0.96675,0.94194,0.97746,0.85278,0.96675,0.94194,0.97746,0.85548,0.54653,0.60809,0.02619,0.34667,0.90401,0.000258,8.6e-05,0.000258,8.6e-05,0.000258,8.6e-05,0.000258,8.6e-05
292,2423.13,0.27643,0.25447,0.04299,0.19672,0.77565,0.96064,0.90968,0.9715,0.85372,0.96686,0.91613,0.97511,0.8477,0.55336,0.62207,0.02604,0.34923,0.90793,0.0002382,7.94e-05,0.0002382,7.94e-05,0.0002382,7.94e-05,0.0002382,7.94e-05
293,2430.59,0.2715,0.2592,0.03975,0.19628,0.7817,0.96156,0.90968,0.97112,0.85156,0.96783,0.91613,0.97465,0.84541,0.56118,0.62606,0.0256,0.35208,0.9109,0.0002184,7.28e-05,0.0002184,7.28e-05,0.0002184,7.28e-05,0.0002184,7.28e-05
294,2437.81,0.26929,0.24911,0.04084,0.19489,0.78083,0.94104,0.92683,0.97134,0.8504,0.9476,0.93328,0.97449,0.84146,0.55948,0.62821,0.02504,0.35055,0.90894,0.0001986,6.62e-05,0.0001986,6.62e-05,0.0001986,6.62e-05,0.0001986,6.62e-05
295,2446.5,0.26405,0.25218,0.04219,0.19073,0.7715,0.94166,0.93726,0.97218,0.85041,0.94814,0.94371,0.97469,0.84163,0.55731,0.62535,0.02468,0.35367,0.90707,0.0001788,5.96e-05,0.0001788,5.96e-05,0.0001788,5.96e-05,0.0001788,5.96e-05
296,2454.95,0.26914,0.25484,0.04343,0.1875,0.78299,0.94202,0.9434,0.97232,0.84974,0.94846,0.94985,0.97488,0.84224,0.55861,0.6255,0.0244,0.35355,0.90891,0.000159,5.3e-05,0.000159,5.3e-05,0.000159,5.3e-05,0.000159,5.3e-05
297,2462.99,0.26191,0.24174,0.04421,0.18604,0.77531,0.94212,0.94514,0.97277,0.85147,0.94855,0.9516,0.97534,0.84171,0.55737,0.62219,0.02418,0.35251,0.90823,0.0001392,4.64e-05,0.0001392,4.64e-05,0.0001392,4.64e-05,0.0001392,4.64e-05
298,2470.08,0.25829,0.24848,0.04014,0.18655,0.7673,0.94452,0.94194,0.97292,0.85315,0.95116,0.94839,0.97589,0.84341,0.55484,0.62298,0.02406,0.34657,0.90694,0.0001194,3.98e-05,0.0001194,3.98e-05,0.0001194,3.98e-05,0.0001194,3.98e-05
299,2478.73,0.26916,0.26531,0.0408,0.18807,0.77521,0.9455,0.94194,0.97309,0.85268,0.95198,0.94839,0.97621,0.84768,0.55535,0.62272,0.02383,0.3452,0.90757,9.96e-05,3.32e-05,9.96e-05,3.32e-05,9.96e-05,3.32e-05,9.96e-05,3.32e-05
300,2485.69,0.26655,0.24553,0.03731,0.18735,0.77485,0.94571,0.94194,0.97303,0.85663,0.95219,0.94839,0.97618,0.85015,0.55005,0.61803,0.02374,0.3433,0.90584,7.98e-05,2.66e-05,7.98e-05,2.66e-05,7.98e-05,2.66e-05,7.98e-05,2.66e-05
