epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,1303.68,1.61761,2.40927,0.17566,0.94683,1.6595,0.85278,0.93426,0.92404,0.36561,0.84482,0.92903,0.91226,0.52541,2.1423,1.57159,0.02476,1.27624,1.63085,0.001574,0.001574,0.001574
73,1322.67,1.59319,2.55818,0.17856,0.95172,1.64326,0.82878,0.89032,0.93069,0.47394,0.82277,0.88387,0.91647,0.54864,1.72871,1.52654,0.03152,0.84683,1.42451,0.001568,0.001568,0.001568
74,1339.17,1.57135,2.5122,0.18558,0.96166,1.65824,0.86981,0.90968,0.95716,0.48425,0.86364,0.90323,0.95015,0.57851,1.73947,1.50564,0.03535,0.85886,1.38991,0.001562,0.001562,0.001562
75,1360.02,1.60015,2.42486,0.17099,0.94602,1.68629,0.77477,0.90991,0.87067,0.45137,0.76928,0.90346,0.85553,0.48506,1.65998,1.58037,0.03039,0.99797,1.38837,0.001556,0.001556,0.001556
76,1375,1.59557,2.50497,0.16494,0.94203,1.63712,0.85048,0.90968,0.93851,0.5359,0.83178,0.89032,0.90023,0.54405,1.49866,1.53487,0.0299,0.83218,1.3098,0.00155,0.00155,0.00155
77,1390.6,1.60966,2.46442,0.17923,0.93299,1.64092,0.85048,0.89032,0.93218,0.541,0.8435,0.88387,0.92283,0.55872,1.57764,1.50872,0.02916,1.07634,1.34117,0.001544,0.001544,0.001544
78,1407.36,1.57817,2.53727,0.18154,0.94161,1.65068,0.79623,0.90754,0.89206,0.43859,0.78009,0.89256,0.85969,0.51187,1.7808,1.55534,0.02839,1.02683,1.45235,0.001538,0.001538,0.001538
79,1429.08,1.58544,2.46294,0.18638,0.93323,1.62833,0.8539,0.92903,0.95118,0.46985,0.83057,0.91719,0.92306,0.55691,1.7834,1.56093,0.02777,0.80325,1.458,0.001532,0.001532,0.001532
80,1445.64,1.57414,2.47439,0.18002,0.9105,1.62447,0.85485,0.94992,0.95376,0.46,0.83705,0.92903,0.91469,0.56483,1.79168,1.54966,0.02804,1.01381,1.46743,0.001526,0.001526,0.001526
81,1462.71,1.55963,2.38527,0.1772,0.90305,1.63146,0.84899,0.90968,0.93597,0.51929,0.82837,0.89032,0.90942,0.55115,1.57921,1.54104,0.0432,0.82635,1.31762,0.00152,0.00152,0.00152
82,1478.91,1.58231,2.46836,0.18173,0.94152,1.66088,0.8412,0.92277,0.92985,0.5392,0.82957,0.91613,0.89677,0.52489,1.47921,1.56933,0.02996,1.13686,1.30175,0.001514,0.001514,0.001514
83,1499.36,1.57338,2.40227,0.18503,0.92772,1.64859,0.84935,0.94194,0.89756,0.43519,0.8168,0.93548,0.87112,0.51491,1.76043,1.54307,0.0269,0.96234,1.39815,0.001508,0.001508,0.001508
84,1515.13,1.58275,2.50337,0.18314,0.96516,1.66158,0.81219,0.95484,0.92269,0.55856,0.80461,0.95642,0.92428,0.56594,1.37033,1.49604,0.02708,0.84135,1.27708,0.001502,0.001502,0.001502
85,1530.43,1.55293,2.47662,0.16406,0.91892,1.60529,0.85188,0.92766,0.9483,0.52613,0.8396,0.91613,0.9288,0.57027,1.59339,1.51681,0.02896,0.88706,1.34859,0.001496,0.001496,0.001496
86,1545.71,1.57657,2.41887,0.17729,0.90327,1.61701,0.85047,0.91734,0.95006,0.6114,0.84449,0.91089,0.94505,0.5786,1.30679,1.51256,0.04089,0.71828,1.2599,0.00149,0.00149,0.00149
87,1565.86,1.57832,2.4454,0.18431,0.92448,1.65161,0.853,0.86104,0.94044,0.51626,0.84661,0.85459,0.93372,0.58099,1.59564,1.49294,0.03091,0.80702,1.35516,0.001484,0.001484,0.001484
88,1582.61,1.54525,2.43915,0.16779,0.90331,1.62409,0.87739,0.92338,0.9544,0.45806,0.86519,0.91092,0.93911,0.5912,1.82261,1.46533,0.02741,0.84568,1.43345,0.001478,0.001478,0.001478
89,1597.64,1.5544,2.49046,0.17808,0.92403,1.62001,0.8806,0.92903,0.95363,0.53612,0.86819,0.91613,0.94145,0.58799,1.56667,1.5099,0.033,0.7447,1.32377,0.001472,0.001472,0.001472
90,1612.91,1.54747,2.39994,0.18027,0.88457,1.61502,0.84237,0.90323,0.93829,0.53614,0.825,0.88387,0.91276,0.58171,1.50859,1.48267,0.0296,0.83982,1.30721,0.001466,0.001466,0.001466
91,1633.09,1.55236,2.50486,0.18451,0.93195,1.61762,0.87119,0.91633,0.9571,0.47107,0.86306,0.89677,0.92759,0.58944,1.80928,1.45611,0.02112,0.9584,1.45216,0.00146,0.00146,0.00146
92,1648.9,1.56562,2.41632,0.17478,0.89322,1.60889,0.90856,0.89032,0.95929,0.54238,0.88354,0.87742,0.93464,0.58736,1.55027,1.45596,0.02613,0.74333,1.3371,0.001454,0.001454,0.001454
93,1667.07,1.54828,2.41448,0.16023,0.90211,1.60621,0.85905,0.90968,0.94809,0.53543,0.85296,0.90323,0.93452,0.59009,1.54797,1.46335,0.02232,0.81019,1.30275,0.001448,0.001448,0.001448
94,1681.71,1.56984,2.39361,0.1672,0.92212,1.62099,0.80686,0.90968,0.89377,0.36244,0.81429,0.90527,0.8817,0.51953,2.07462,1.50773,0.02151,1.17121,1.61806,0.001442,0.001442,0.001442
95,1703,1.54539,2.39406,0.17434,0.91166,1.59659,0.86058,0.89677,0.94582,0.51221,0.85303,0.89032,0.93569,0.58111,1.61268,1.4842,0.02995,0.83911,1.37919,0.001436,0.001436,0.001436
96,1720.89,1.55377,2.45022,0.16583,0.89402,1.62311,0.85224,0.9303,0.94414,0.56775,0.85224,0.9303,0.94414,0.58714,1.42978,1.47703,0.02676,0.76679,1.2769,0.00143,0.00143,0.00143
97,1736.34,1.54683,2.41741,0.17623,0.88198,1.60551,0.87949,0.89465,0.95105,0.56683,0.86699,0.88387,0.92791,0.57974,1.43584,1.4938,0.02512,0.73257,1.26935,0.001424,0.001424,0.001424
98,1753.52,1.55469,2.29901,0.17151,0.88014,1.60892,0.84401,0.94251,0.9527,0.50863,0.83274,0.93149,0.93124,0.59373,1.64224,1.45746,0.02465,0.94171,1.37697,0.001418,0.001418,0.001418
99,1775.1,1.54725,2.41208,0.17849,0.88868,1.63439,0.83804,0.90132,0.92883,0.51565,0.83233,0.89676,0.91503,0.55548,1.5858,1.50157,0.02854,0.77251,1.33853,0.001412,0.001412,0.001412
100,1789.78,1.54899,2.38887,0.17799,0.8974,1.66134,0.87556,0.92258,0.95129,0.59199,0.86332,0.90968,0.92511,0.59073,1.37297,1.44301,0.02848,0.69536,1.23584,0.001406,0.001406,0.001406
101,1807.61,1.58333,2.4385,0.17344,0.9128,1.648,0.8459,0.92903,0.93077,0.49492,0.83215,0.91613,0.9045,0.55908,1.63626,1.48833,0.02528,0.95786,1.32389,0.0014,0.0014,0.0014
102,1822.27,1.5108,2.31961,0.15921,0.87286,1.55582,0.83692,0.91613,0.89576,0.39754,0.83103,0.90968,0.88742,0.54205,1.95982,1.44371,0.02726,0.95401,1.49692,0.001394,0.001394,0.001394
103,1842.59,1.53236,2.33716,0.17313,0.89325,1.61237,0.83872,0.93944,0.95197,0.49461,0.83296,0.93299,0.93897,0.57817,1.6948,1.4717,0.02237,0.75702,1.38501,0.001388,0.001388,0.001388
